artist,album,track,uri
Charming Horses,Hardwell On Air - Best Of January 2018,Find You - Club Mix,spotify:track:6RnWvfK7LdLBLC3PT9Kl9u
Mar Antunes Fernández,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Sigo Mi Intuición,spotify:track:4nBqSf0w3B54Xk6IJkWSQY
Jax Jones,Snacks,Play (with Years & Years),spotify:track:6tgzMDY2f0Qo6sYel0Mil3
Cheat Codes,Stay With You,Stay With You,spotify:track:7q8jJ1XZEliBakZSUMFde5
Anne-Marie,Birthday,Birthday,spotify:track:5hff5RQeE84pznOt8WEWeO
SALES,SALES LP,Pope Is a Rockstar,spotify:track:0So2sgVa8aJiARPl2P29u2
Papu DJ,L-Gante Rkt,L-Gante Rkt,spotify:track:6EHrppRT1Uj4cyShAujxFu
Wisin & Yandel,Juntos Otra Vez,Rakata,spotify:track:4DZxe0dlfauYao6bxgH2st
Tiago PZK,Salimo de Noche,Salimo de Noche,spotify:track:6P096SaOzrgGxs8NWOfX7M
La Vela Puerca,El Impulso,Para No Verme Más,spotify:track:270ieNCOt945nOdUQubFI5
Ed Sheeran,÷,New Man,spotify:track:5HDPtsnyb3maFmPL8LLUTG
Angela Torres,Simona (Music from the TV Series),Porque fuiste tú,spotify:track:4pyjgn0KokHVaXb0zc2lsV
Fer Palacio,Vaina Locax,Vaina Locax,spotify:track:0Ta1nDENuynqKRBLwTWVl8
Patrick Doyle,Cinderella,Nice and Airy,spotify:track:0tXAfcfYOgu9NZxxtjw2sL
Shawn Mendes,Illuminate,Patience,spotify:track:0JZ9lcwFcAscMpy1YxUtpW
John C,C90,C90,spotify:track:3ys72Tl1Texh8GM1OKaKor
Juke Ross,Drifting Apart,Trading Places,spotify:track:6sUBGw9fl8uljM5z6Hqip7
Shawn Mendes,Illuminate,There's Nothing Holdin' Me Back,spotify:track:7JJmb5XwzOO8jgpou264Ml
Arcángel,Po' encima (feat. Bryant Myers),Po' encima (feat. Bryant Myers),spotify:track:7sWdGtYvzlzuQRAoZ7fGeO
Shawn Mendes,Illuminate,Hold On,spotify:track:2tsNw9YCguhTyvERaX8byL
Sam Smith,To Die For,To Die For,spotify:track:2ZTYlnhhV1UAReg7wIGolx
Patrick Doyle,Cinderella,La Polka Militaire,spotify:track:2lcdTPBaZ9zXn9hebs2DKy
The Goo Goo Dolls,Dizzy up the Girl,Iris,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs
Demi Lovato,Pop Nostalgia,Give Your Heart A Break,spotify:track:30PCYzZQsOovmUMYvo5U6S
Sebastian Yatra,FANTASÍA,Elena,spotify:track:0c8JmuKzaREJu3kUqoBfmo
Piso 21,Una Vida Para Recordar,Una Vida Para Recordar,spotify:track:7pxL0DzPpCjjcdfQccvnus
Daya,"Sit Still, Look Pretty",Hide Away,spotify:track:6QzJcnl5cvlDHVrx9mhE99
Dímelo Flow,Se Le Ve,Se Le Ve,spotify:track:5W1qmxHrMlQGGAiFA3ZQqP
Carlos Rivera,Voy a Amarte,Voy a Amarte,spotify:track:4XgAIKsj8MQlr4g655Lq7V
The Kid LAROI,F*CK LOVE (SAVAGE),TRAGIC (feat. Youngboy Never Broke Again & Internet Money),spotify:track:13EW51DKru044OJDJ9Bm8o
Kelis,Tasty,Milkshake,spotify:track:2cMTIlktg3M9mXYqCPqw1J
Mora,MICRODOSIS,LA INOCENTE,spotify:track:5jt25aFjW2kNoBqaEVaz5W
Robbie Williams,Swings Both Ways,I Wan'na Be Like You,spotify:track:1mTRYyPfAhvfPmmu5WqLl1
Maria Becerra,Animal Pt. 1,Acaramelao,spotify:track:4fipVdNyG6zx7nxuqHScsy
Rochy RD,Ella No Es Tuya,Ella No Es Tuya - Remix,spotify:track:5YYW3yRktprLRr47WK219Y
Bars and Melody,Covers Part II,Wild thoughts,spotify:track:3dNVwUJ3aalN89EBxCZJQK
Joaco Terán,Madre Tierra,La Llama,spotify:track:3kGfh3NUhEJQfn65R8LXwq
Bars and Melody,Put Ü First,Put Ü First,spotify:track:5xWC7SzVC7CkXefu9xN0zI
Shawn Mendes,Show You,Show You,spotify:track:6E0U3OTvJwFvc8rmTqZiBK
Quevedo,Piel de Cordero,Piel de Cordero,spotify:track:04d4GpLedinwpfctvgOIhY
Lil Dicky,Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),spotify:track:10Igtw8bSDyyFs7KIsKngZ
Nigga,Te Quiero (Romantic Style In Da World...),Te Quiero,spotify:track:59HWEr0or9XkgRaWvnxc6g
Maffio,Cristina (feat. Shelow Shaq),Cristina (feat. Shelow Shaq),spotify:track:2egI1hFZDAYrkCgtepoore
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA DROGA,spotify:track:67ACYA3UI6QMNtHX6b34wX
Macaco,Historias Tattooadas,Volar,spotify:track:2W7dvnZHuATpy9jKot6wS3
Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem)","Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",spotify:track:3r9m79pHykbs4FrCXlq1oO
Bad Bunny,X 100PRE,Si Estuviésemos Juntos,spotify:track:35wvL50xvKpCHEJPxLOLPI
Luck Ra,Odio Amarte,Odio Amarte,spotify:track:4r2t5e9cH4uiFpG7rnIbcR
Jeremy Zucker,Motions,Stay Quiet,spotify:track:60cWtMENrHp27WCevWGyya
Bars and Melody,143,Don't Look Back,spotify:track:7035XtQfGpor2wduKQsqcg
La Champions Liga,Cumbia villera - La Champions Liga,Ya no puedo,spotify:track:515k8jVdGkqaI4IDgXvsfp
Oriana Sabatini,Aliados,Ya No Hay Fuego,spotify:track:4DLy7wLEvQWqIWTpq8oNi4
Dennis Cruz,Bad Behaviour EP,Bad Behaviour,spotify:track:3VLBjYS5Dhbw2vUd4ku4PU
Alkilados,Nadie Como Tú (Silbamos),Nadie Como Tú (Silbamos),spotify:track:5jk0MkKwEj1HavaWt3mj10
Morat,París,París,spotify:track:3ehHqgYRzmeUi345MfHS2N
Shawn Mendes,Illuminate,Bad Reputation,spotify:track:4IqpjoA1UfQ7FiJfMckYra
DJ Martin V,La Nota,La Nota - Remix,spotify:track:1yyXhYzKP4f6nxTmwa8HHs
Sebastian Yatra,MANTRA,SUTRA,spotify:track:0lTYnxJdC68v0oXd5xolxY
Seven Kayne,Hablamos Poco Hacemos Mucho,HABLAMOS POCO HACEMOS MUCHO,spotify:track:44cFukrJs8XBYXr51J4G52
Lira,Vámonos,Vámonos,spotify:track:4Uc8YalUCcHZtZK25oB4Fy
Bryant Myers,Tanta Falta,Tanta Falta,spotify:track:0sPTfDSZgE3KvcvqaKPtEx
Marcos Menchaca,Viernes 13,Viernes 13,spotify:track:36ZEFaqp4vVd8VYhvvO4oK
Maluma,PB.DB. The Mixtape,Addicted,spotify:track:434J5LQCGuyjr7UA7j8bWb
Chayanne,En Todo Estaré (Deluxe Edition),Madre Tierra (Oye),spotify:track:2wlptOJ1g5fvLdu6ruKCKU
Harry Styles,Harry Styles,Kiwi,spotify:track:33SNO8AaciGbNaQFkxvPrW
Anitta,Downtown,Downtown,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D
Daddy Yankee,Talento de Barrio,Pose,spotify:track:5BB5zjzCzo9M3uOKzhiXZB
Mariah Angeliq,Perreito,Perreito,spotify:track:5LsUdPeqmKVGlPJre2sIRt
Daddy Yankee,Con Calma,Con Calma,spotify:track:5w9c2J52mkdntKOmRLeM2m
Alejandro Sanz,Paraiso Express,Desde cuando,spotify:track:38EI0NudWZT1qFuhEafIHh
Lali,Brava,Tu Novia,spotify:track:7EkYeGKhb4EaispiCj73eY
Ed Sheeran,÷,Dive,spotify:track:51ChrwmUPDJvedPQnIU8Ls
Airbag,Voragine,Cae el Sol,spotify:track:2nBOPYRoAYOwv6go12SQDs
Joaco Terán,Libres,Peligrosa Mujer,spotify:track:3zaKc0uMw4GI7xHva4tjLa
Lali,Brava,Mi Última Canción (feat. Reik),spotify:track:1bYlEvCQVPNKXU4MmhByR6
Francisco Paseyro,Silencio,Silencio,spotify:track:4LgmxWObE05d1imrcLHDie
Arnau Griso,Es gratis,No sé nadar - Acústico,spotify:track:4SPhhyP7xQhGL224GUKR8g
Alejandro Sanz,Mi Persona Favorita,Mi Persona Favorita,spotify:track:3eB9M6owEHwk4nNrZRNUwd
Morat,El Embrujo,El Embrujo,spotify:track:6GM7WCa0accugI9b2JTeix
Milky Chance,Blossom,Cocoon,spotify:track:0L87MffumRNWrY2SNUFcvs
Jowell & Randy,Vamo a Busal,Vamo a Busal,spotify:track:0ySExWMtzlVKO70rPYEz84
Duki,Desde el Fin del Mundo,Malbec,spotify:track:6KEb17S00Inf0v1qYDgUAj
Rex Orange County,Loving Is Easy (feat. Benny Sings),Loving Is Easy (feat. Benny Sings),spotify:track:5EYi2rH4LYs6M21ZLOyQTx
OneRepublic,Rich Love,Rich Love (with Seeb),spotify:track:7dOeiXeTSfA1ixaYmQcWu7
Izan Llunas,Luis Miguel La Serie (Soundtrack),Frente a una Copa de Vino,spotify:track:3Xqp9CBGYXW6MjZB9MTeyH
PRETTYMUCH,No More (feat. French Montana),No More (feat. French Montana),spotify:track:37vqpVS6sQFhLdNZhHo1zu
Galantis,The Aviary,No Money,spotify:track:6M6Tk58pQvABy6ru66dY3d
Angela Torres,Simona (Music from the TV Series),Soy Simona,spotify:track:5yqGW9phIrRlpAbM0Jym3a
Khalid,Free Spirit,Heaven,spotify:track:0Hgqglypzt6Qs5Duqskcqs
Jonas Brothers,Disney Channel Playlist,Live To Party,spotify:track:4Kd5jHxAYAGTiX8BV8Y9qa
Neo Pistea,"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki)","Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",spotify:track:0OWcpVA83HI8Pb5DybDuoX
Shawn Mendes,MTV Unplugged,Roses - MTV Unplugged,spotify:track:4p9MKtMEuyULfVydFDcvTq
Lew Mr. Blue,#Sweetladychallenge,#Sweetladychallenge,spotify:track:17T2DUqNZhxyQL0dx3LQdj
Reik,Los Tragos,Los Tragos,spotify:track:7iXJg4IUyrWont5YSQrbKP
Duki,Hitboy,Hitboy,spotify:track:624AL3EwsrgGIp6bdwmXgo
Luck Ra,Te Mentiria,Te Mentiria,spotify:track:5MOF8J0yJVHdKE3gRgpM6r
Nicki Nicole,Fucking Diablo,Fucking Diablo,spotify:track:5HugdP5zn1KUybBdc1xsdf
Jacob Sartorius,The Last Text EP,Bingo,spotify:track:6nujTShu6cBuonGXas5KX8
Ozuna,Odisea,El Farsante,spotify:track:5EId1m4DNwTf3at31w8bPJ
J Balvin,Vibras,Brillo,spotify:track:3vgiIJW3iSQRRvgYiW86i9
Jacob Sartorius,Cozy,Cozy,spotify:track:6c4RrBGXMbzuhj8XwzzWWW
AURORA,All My Demons Greeting Me As A Friend,Runaway,spotify:track:1v1oIWf2Xgh54kIWuKsDf6
In Real Life,How Badly,How Badly,spotify:track:2nKdyGwoNJMUGzCIaOZNhk
Grace VanderWaal,Just The Beginning,Sick Of Being Told,spotify:track:4nOKwZf1XRw2gI4FGAGhXf
Simonelmono,Nico del Caño Trap,Nico del Caño Trap,spotify:track:1KTPVKswcBc6gz2zJjjpbf
Jason Mraz,We Sing. We Dance. We Steal Things.,Lucky,spotify:track:0IktbUcnAGrvD03AWnz3Q8
Coro Pascua Joven San Isidro,Nueva Mañana,Joven Levántate,spotify:track:7dCQoM9EDgBvnWzxQRmAE9
Ansel Elgort,Thief,Thief,spotify:track:3BtA1koBtnClfirgg4BpjI
Noriel,Cuerpo en Venta,Cuerpo en Venta,spotify:track:2B94bbI1a4LyBpK1439oP7
Christian Leave,Hope,Can't Help Falling in Love,spotify:track:6VrAgFXBbRX2PkT92lAoKK
PRETTYMUCH,New Year's Eve 2017/18,Would You Mind,spotify:track:7qgMAncPInQs7YxUN4jppy
Maluma,F.A.M.E.,Condena,spotify:track:3i1tCYR0Wwa5Ydfd0ArjQu
Miley Cyrus,Younger Now,Inspired,spotify:track:4OMAJ5nXjSH5PY30lalIhC
LIT killah,MAWZ,En la Oscuridad,spotify:track:4OrAAeefsDOdUSfE87C6WR
DJ Alex,Otro trago,Otro trago - Remix,spotify:track:4cF7z9IXFl5V3PmkF59svf
Lukas Graham,Love Someone,Love Someone,spotify:track:6r3baE6njwU4aoJq6zPukG
Quinn XCII,From Michigan With Love,Tough (feat. Noah Kahan),spotify:track:3a1Zmq0P1E6W80x8EOcVNP
Fran Argiro,Si Me Tomo una Cerveza,Si Me Tomo una Cerveza,spotify:track:2FhXZM9Rbq7iO9HPTFCxrx
Endor,Pump It Up,Pump It Up,spotify:track:0GiwV6v3AgJfdu59tj719Y
Bad Bunny,Chambea,Chambea,spotify:track:6ElmxV9B2mSNscEjP27M7i
The Prince Karma,Later Bitches,Later Bitches,spotify:track:0uL88Lp7C6i2WGHub1zrJ9
Camila Cabello,Camila,Consequences,spotify:track:7sTtHHrD0zDpmzQzH3zegz
Dove Cameron,Descendants 2,Space Between,spotify:track:3emD3Ss9xc1hldBIkYhQ6C
Reykon,Latina (feat. Maluma),Latina (feat. Maluma),spotify:track:00Ia46AgCNfnXjzgH8PIKH
yungtubesock,Oh No!,Oh No!,spotify:track:0aWX6QBcfpopugMQVMosWL
Twenty One Pilots,Vessel,House of Gold,spotify:track:36tghkPg1AO4HsAzo6YpPp
J Balvin,Qué Más Pues?,Qué Más Pues?,spotify:track:6hf0RpxTbOprT5nnwzkk8e
Shawn Mendes,Illuminate,Treat You Better,spotify:track:48DKpTEVJ2pAjxQbWTad3q
Joaco Terán,Madre Tierra,Tu Ola,spotify:track:6PxQ1XJr8CTbgkkJ0cIZqu
Galantis,The Aviary,Hunter,spotify:track:1My0Hfu5dTCbYisBk9ZRGr
Soda Stereo,SEP7IMO DIA,De Música Ligera (SEP7IMO DIA),spotify:track:0v1p6H03NUVHhOu3nXD7GC
MYA,Amor Prohibido,Amor Prohibido,spotify:track:1oXcxpTLTHOsaW0XmzSxCc
Pascal Letoublon,Friendships,Friendships,spotify:track:3S2XkZJH5P3AqYk8ChYsWB
Coro Pascua Joven San Isidro,Alimento que da vida,El que muere por mí,spotify:track:68RghHT1MpaBbSbsiqu86V
FINNEAS,Break My Heart Again,Break My Heart Again,spotify:track:2is19a6HY7ZdWP654IMhEE
Chord Overstreet,Hold On,Hold On,spotify:track:5vjLSffimiIP26QG5WcN2K
Ovy On The Drums,Inolvidable,Inolvidable,spotify:track:0OTtnwUO8natNWSwdZvXVF
Rauw Alejandro,Fantasias,Fantasias,spotify:track:6mAN61JH0dzyZpWslS11jy
The Kid LAROI,F*CK LOVE (SAVAGE),WISH YOU WELL (skit),spotify:track:0WyFvqmfNViCxZqdfkclsb
Bebe Rexha,All Your Fault: Pt. 2,Meant to Be (feat. Florida Georgia Line),spotify:track:7iDa6hUg2VgEL1o1HjmfBn
Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),spotify:track:4ZLzoOkj0MPWrTLvooIuaa
Lenny Kravitz,Mama Said,Always On The Run,spotify:track:3xxBAMUVusDLjLFwwL9qoY
Fer Palacio,Cristinax,Cristinax,spotify:track:0GbSx7ZDY4tp1cEkHcaDqQ
Fer Palacio,Bellacosox,Bellacosox,spotify:track:6ogg8O5YkogE6XYp7oeaog
We Three,"Dear Paranoia, Sincerely, Me",i wanna love somebody,spotify:track:6FuGYKmj8wWTFU5euCbg6G
Portugal. The Man,Spotify Singles,Don't Look Back in Anger - Recorded at Spotify Studios NYC,spotify:track:7HtrKGoFZybzudx2hPOwct
Conor Maynard,Covers,Crash,spotify:track:1x8HxCXwPCLeuITTb4lF32
Khalid,Free Spirit,Self,spotify:track:1WqLtczgKdbHFHhefOU0y7
Billie Eilish,dont smile at me,ocean eyes,spotify:track:7hDVYcQq6MxkdJGweuCtl9
Christian Leave,Hope,Please Notice,spotify:track:36seMHoyXmLUNxcwzwjdF7
LA YOUNG,Como Estrellas,Como Estrellas,spotify:track:7GcN9q4AAH4uzQKvyuvByT
Melendi,Lágrimas desordenadas,Tu jardín con enanitos,spotify:track:6yCjU5j6YHbux2VQCBTTE1
Robin Schulz,Uncovered,Shed a Light,spotify:track:1eyrmeiDpdTkOmA839nPVQ
Serú Girán,Serú Girán,Seminare,spotify:track:5bXhx2vO2N4ZwUi0QFn4HU
Khalid,Up All Night,Up All Night,spotify:track:1mpD5Q8IM32I4bF6eCpU74
TINI,Quiero Volver,Por Que Te Vas,spotify:track:70c9sdkTnDiehSDOCxCnDc
Dean Lewis,Stay Awake,Stay Awake,spotify:track:6iey2E15nqKQ60KW8vBQQi
Bars and Melody,Covers,Closer,spotify:track:3bt6XeVBFMczUKVVXIG00A
Mae Ji-Yoon,Vibrations,Vibrations,spotify:track:1u4kezJPmcBmdUeiJ14joT
Khalid,Free Spirit,Saturday Nights,spotify:track:1fHRzxbts9A8J1ergDe7Kz
Ozuna,Balenciaga,Balenciaga,spotify:track:3iIZvct75tkk1CwbqVjsry
Kungs,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),spotify:track:1A8j067qyiNwQnZT0bzUpZ
Giuliano Cobuzzi,Cayó la Noche X Soy Peor,Cayó la Noche X Soy Peor,spotify:track:0A10irhFqhj5BWWc1q6boi
James TW,First Impressions,When You Love Someone,spotify:track:1o6YK7phnXgsljfWSQQfWc
Backstreet Boys,Millennium,I Want It That Way,spotify:track:47BBI51FKFwOMlIiX6m8ya
Jambao,Separece A Ti,Se Parece Más A Ti,spotify:track:4bWdlExSeKAotB6uJwxFlf
Ansel Elgort,Supernova,Supernova,spotify:track:2ZIZXWnU52s0C75sPYiwvh
24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),spotify:track:3tjFYV6RSFtuktYl3ZtYcq
Nicky Jam,Te Robaré,Te Robaré,spotify:track:6v0lAdFF4haL8xjBIUjtOw
Selena Gomez,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),spotify:track:0XLOf9LhyazPX9Ld8jPiUq
WOS,CONVOY JARANA,CONVOY JARANA,spotify:track:09ZM0SFVkQauSIR5I3aj0g
Bars and Melody,SADBOI,Addicted,spotify:track:1gCQN9jHymBYAJvMYChZm7
Rauw Alejandro,T.T.I.,T.T.I.,spotify:track:4gPpYLervKt4cXmhUjpYLj
Papacho Mc Caco,Boca yo te amo,Boca yo te amo,spotify:track:2oZGyWCAxsjH166841NdfX
Years & Years,Palo Santo,Karma,spotify:track:2zcPV7NeGyhSZJK0WjETx7
Juice WRLD,Goodbye & Good Riddance,Lucid Dreams,spotify:track:285pBltuF7vW8TeWk8hdRR
La Champions Liga,La Champions Liga (Esto se va para arriba),No quiero ser tu amigo,spotify:track:7kJhVoFqUhN86HRHQQxKcg
Paulo Londra,Party (feat. A Boogie Wit da Hoodie),Party (feat. A Boogie Wit da Hoodie),spotify:track:5PDoWY5Av2Ba3rWIdY9Ij0
Trueno,Atrevido,Atrevido,spotify:track:49rFA0vfmY9Eel2cInKmTk
Don Patricio,La Dura Vida del Joven Rapero,Contando Lunares (feat. Cruz Cafuné),spotify:track:6uW0PIRcyZLvkoonm763xD
Lali,100 Grados (feat. A.CHAL),100 Grados (feat. A.CHAL),spotify:track:1WKtQeDeEe5wNTllmLVsV0
Guaynaa,Rebota,Rebota - Remix,spotify:track:3dWpRjCmaHbroNahuSeX11
Forever in Your Mind,Euphoric,Night Ride,spotify:track:4DizbMZDMRXv2BGe4Krcba
La Champions Liga,La Champions Liga (Esto se va para arriba),Dicen que no te quiero,spotify:track:1onYBpY1FgvzFhZHHjrJIq
Bebe Rexha,I'm a Mess,I'm a Mess - Acoustic,spotify:track:1RGcxEKlVL5TSMHqV13etr
Why Don't We,8 Letters,Friends,spotify:track:0GmfYAOe7Y3vIv4lKdaeOA
LIT killah,KU',KU',spotify:track:261Jxss9utRCMg11TWEU8M
Lucas & Steve,Long Way Home,Long Way Home,spotify:track:1zZPjx3m2M604sI7GpI2ZR
Ne-Yo,R.E.D.,Let Me Love You (Until You Learn To Love Yourself),spotify:track:4kte3OcW800TPvOVgrLLj8
Dalex,Bellaquita,Bellaquita,spotify:track:1tpbAGsGpZee5jDHMcLrUJ
Maluma,Magia,Malo,spotify:track:7KI5Gna4jc0aj91VTWkmio
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Mi Nuevo Vicio,spotify:track:6vryUi0kHn6j1K19RP3xZU
Why Don't We,Something Different,Never Know,spotify:track:2JCzIaI5ikmUYhazp41AHH
Ozuna,Odisea,Se Preparó,spotify:track:1m69ELEgE6k5ZWsap40ozt
Boza,Más Negro Que Rojo,Hecha Pa' Mi,spotify:track:3VvA1wSxukMLsvXoXtlwWx
Polo G,THE GOAT,Wishing For A Hero (feat. BJ The Chicago Kid),spotify:track:192RjH0gN6en7nE6ElN96T
Mc Neguinho do ITR,Popotão Grandão,Popotão Grandão,spotify:track:75E2xyRjYAsmjfDeAwdW0D
Piso 21,Piso 21,Un Día Más,spotify:track:0fvcv2fMSlI6ZyoKOaN7aQ
Bars and Melody,143,Hopeful,spotify:track:5e5xI216H4iKjTcDdf3QQz
Morat,Balas Perdidas,El Embrujo,spotify:track:3iyCM8b7clmfGHTAeIzFHK
Nicki Nicole,Años Luz,Años Luz,spotify:track:4SQFu2eDYHTD9DdRVG3vU3
Aczino,Rima y No Llores,Rima Y No Llores,spotify:track:4QfyRuZnEXHBmfvEdCdgYR
Juice WRLD,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),spotify:track:6Gg1gjgKi2AK4e0qzsR7sd
The Kid LAROI,F*CK LOVE (SAVAGE),SAME THING,spotify:track:1v7yjddEltY6J51Wx7mXTa
MØ,Nights With You,Nights With You - Cheat Codes Remix,spotify:track:2lE6CIzmQvcF7Mo3z4k9cr
Patrick Doyle,Cinderella,La Valse Champagne,spotify:track:6sO3keNiezgMSKY0NDk9lm
Lauren Spencer Smith,Back to Friends,Back to Friends,spotify:track:2Obwg8XE4sWXLpJSDlxn1r
Cheat Codes,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),spotify:track:1louJpMmzEicAn7lzDalPW
CA7RIEL,Cono hielo,Cono hielo,spotify:track:5SFlCuDJBOtpfrh1ue6uCt
Billie Eilish,bad guy (with Justin Bieber),bad guy (with Justin Bieber),spotify:track:3yNZ5r3LKfdmjoS3gkhUCT
Coro Pascua Joven San Isidro,Alimento que da vida,Alimento que da vida,spotify:track:23J38uLQY8t6wQksVSnmqO
Ansel Elgort,Thief,Thief,spotify:track:0fXuiy3oKrq87zeTQHjUhj
Bizarrap,"L-Gante: Bzrp Music Sessions, Vol. 38","L-Gante: Bzrp Music Sessions, Vol.38",spotify:track:1Crj1zkRMpsEjb9NOR6Zof
Nathan Lane,The Lion King,"Hakuna Matata - From ""The Lion King"" Soundtrack",spotify:track:5k3U0OGYBccHdKJJu3HrUN
Shawn Mendes,Illuminate,Lights On,spotify:track:348cSuo1eooBe21AzdjAqy
Anuel AA,Secreto,Secreto,spotify:track:5W83ErFkO3aKAIS1WMi6u0
Paulo Londra,Homerun,So Fresh,spotify:track:4Egu7kAjEmygXrtX2n7AIV
Naim Darrechi,Volver a Empezar,Volver a Empezar - Acústico,spotify:track:2y8osg2w0ZCwB4dktFntzT
Deorro,Bailar (feat. Elvis Crespo),Bailar (feat. Elvis Crespo) - Radio Edit,spotify:track:45sGyAtAxD6efaN0bJAFgh
Patrick Doyle,Cinderella,The Stag,spotify:track:2gFuVsuCIw2abVQH4HIohP
XXXTENTACION,?,changes,spotify:track:7AFASza1mXqntmGtbxXprO
Shawn Mendes,Illuminate,Patience,spotify:track:3UD3HNtCYunRSbogkXPVYh
Cali Y El Dandee,Lumbra,Lumbra,spotify:track:6VHdcVbiKLYYOcMbIqBcuK
Bizarrap,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",spotify:track:78SeXVRJ7KCqVmOwTiFjnI
AC/DC,High Voltage,T.N.T.,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb
Trueno,PANAMA,PANAMÁ,spotify:track:7fz7HrFRF4y8YEe0duWTDW
Kevin Kaarl,Hasta el Fin Del Mundo,Vámonos a Marte,spotify:track:2TzkIzgzIHhewMxyh1u4hh
Felipe Peláez,PB.DB. The Mixtape,Duele Tanto (feat. Maluma),spotify:track:0x4jx19CR9FFyk3PfMg5jc
Ali Gatie,What If I Told You That I Love You,What If I Told You That I Love You,spotify:track:74D7JUfU6HYeMx4bZhsHnG
Arnau Griso,Revolución Bananera,Desamortil,spotify:track:7DEAcRsBebaz7XeyMG6hqO
Khalid,American Teen,Angels,spotify:track:67kXYrMTQbS7MVbXyGyxHm
Luciano Pereyra,Dos Mundos,Dos Mundos,spotify:track:7b2CcdmjhFZgwrHzvhUN6v
La Champions Liga,Cumbia villera - La Champions Liga,Junto a ti,spotify:track:76EeaU76qKWLtattYGzyGr
Chris Brown,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",spotify:track:4YkwUfWSIxdKNLDXw0caFO
The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20
C. Tangana,El Madrileño,Demasiadas Mujeres,spotify:track:3GaGWoU1KfVqgl7vnRHP55
MYA,Como + Nadie,Como + Nadie,spotify:track:3TSB6v3t9nmizD5PzyiiFv
Khalid,Free Spirit,Right Back,spotify:track:5A1w94uzc1kO1Zhe8WWxC3
Sebastian Yatra,FANTASÍA,Fantasía,spotify:track:3vytOevJomYPaAZM2OXwn5
Mumford & Sons,Sigh No More,Little Lion Man,spotify:track:2KrN3MCNztKcSleZgHEj83
Bizarrap,"Trueno: Bzrp Freestyle Sessions, Vol. 6","Trueno: Bzrp Freestyle Sessions, Vol. 6",spotify:track:1DckcUSLpCfYsD1htu4JnF
Calvin Harris,My Way,My Way,spotify:track:1vvNmPOiUuyCbgWmtc6yfm
David Rees,De Ellos Aprendí,De Ellos Aprendí,spotify:track:3VaFDR5FuLjgZxJ36hV9LN
Nicky Jam,X,X,spotify:track:39N9RPD9MRb5WmoLzNzPeA
Milky Chance,The Game,The Game,spotify:track:3SizzG7euVFFLsSkpiT6rf
Peter Lanzani,Aliados,Quién Eres Tú,spotify:track:4jv5d42kXEhIfXnDi8MhR9
Fer Palacio,Tamo Bien,Tamo Bien,spotify:track:2NMulWzb0IlasJVPKxFD0i
Myke Towers,Si Se da Remix,Si Se Da - Remix,spotify:track:6K5BsR04ijf3FHNzjbaagD
Coro Pascua Joven San Isidro,Alimento que da vida,Conozco tu corazón,spotify:track:5n5QjsyI7IdomhllHhwbKY
Fer Palacio,Bote,Bote,spotify:track:2howKEGtI5Ocne4UouSdmK
Maroon 5,Red Pill Blues,What Lovers Do (feat. SZA),spotify:track:04JL2liXXV9B9coeGuUsPw
Milky Chance,Sadnecessary,Indigo,spotify:track:3L6sSWxcWuwHATw4KDhmhA
Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),spotify:track:2Vdub5mY4lad7w64bFPUez
J Balvin,Vibras,Ambiente,spotify:track:6VrBWh90BiwWmwKtvwWFcq
La Champions Liga,Cumbia villera - La Champions Liga,No quiero ser tu amigo,spotify:track:2wL6ToJqJKHKKtd5wKqCRO
Galantis,The Aviary,Tell Me You Love Me,spotify:track:5kgqTe1BM720OjU78TGYDw
